acceleration_x_mean,acceleration_x_std,acceleration_x_min,acceleration_x_median,acceleration_x_max,acceleration_x_sum,acceleration_y_mean,acceleration_y_std,acceleration_y_min,acceleration_y_median,acceleration_y_max,acceleration_y_sum,acceleration_z_mean,acceleration_z_std,acceleration_z_min,acceleration_z_median,acceleration_z_max,acceleration_z_sum
0.3768999999999999,0.4040180565271805,-0.228,0.376,1.66,7.5379999999999985,-0.4088,0.3622200436198968,-1.064,-0.3259999999999999,0.048,-8.176,0.7586,0.3829063070778542,-0.096,0.9,1.214,15.172
0.6807000000000001,0.4729098328434289,-0.158,0.838,1.632,13.614,-0.3598,0.2024943456000685,-0.994,-0.35,-0.01,-7.196000000000001,0.5668,0.2091127925307297,0.014,0.585,0.934,11.336
0.8571,0.1098389275257183,0.47,0.879,1.02,17.142,-0.4462,0.1195038074707245,-0.82,-0.428,-0.276,-8.924,0.2587,0.0634484830393918,0.114,0.268,0.382,5.174
0.6775,0.2330243549502927,0.104,0.802,0.888,13.55,-0.6249999999999999,0.2271779038551064,-1.112,-0.538,-0.334,-12.499999999999998,0.2543,0.1206271528305298,-0.016,0.308,0.38,5.086
0.8875,0.1272098659695859,0.572,0.88,1.202,17.75,-0.2566,0.2564598214145833,-0.794,-0.304,0.156,-5.132,0.4346,0.1721012492691438,0.176,0.423,0.972,8.692
0.8667999999999999,0.077908664473215,0.684,0.859,1.052,17.336,-0.3478,0.202319450374896,-1.05,-0.31,0.016,-6.956,0.3783999999999999,0.0928732469551915,0.168,0.372,0.6,7.568
0.935,0.0484293299561329,0.818,0.939,1.02,18.7,-0.2616,0.0403564121299205,-0.328,-0.253,-0.194,-5.232,0.2911,0.029849455606426,0.246,0.292,0.344,5.822
0.9452,0.0315429865421776,0.87,0.943,1.016,18.904,-0.2523,0.0273881361176696,-0.296,-0.249,-0.206,-5.046,0.1592,0.0375574227017776,0.112,0.149,0.238,3.184
0.9436,0.0111103555298648,0.92,0.943,0.96,18.872,-0.2778,0.0096519428096109,-0.304,-0.276,-0.266,-5.556,0.1214,0.0094254973343585,0.102,0.124,0.14,2.428
0.9424,0.0115169440391103,0.912,0.945,0.962,18.848,-0.2719,0.0082819079927272,-0.288,-0.271,-0.256,-5.438000000000001,0.1242,0.0085533619121372,0.11,0.125,0.138,2.484
0.9468,0.0114960862905599,0.91,0.948,0.962,18.936,-0.2636,0.0087772433029966,-0.284,-0.264,-0.244,-5.272,0.1253,0.010164152694642,0.11,0.124,0.146,2.506
0.9477000000000002,0.0092795474027562,0.928,0.948,0.96,18.954000000000004,-0.2562,0.0091192104921424,-0.272,-0.257,-0.242,-5.124,0.1258,0.0090972523324353,0.098,0.125,0.146,2.516
0.9643,0.0172194657292263,0.92,0.965,1.0,19.286,-0.2338,0.0406738245066775,-0.346,-0.228,-0.186,-4.676,0.1356,0.0246381817510951,0.082,0.137,0.172,2.712
0.4601999999999998,0.3029547160880648,0.088,0.353,0.944,9.203999999999995,-0.4453,0.4826465684121249,-1.266,-0.423,0.31,-8.906,0.582,0.2802184861853336,0.07,0.634,1.016,11.64
0.3746,0.421021187115328,0.034,0.141,1.31,7.492000000000001,-0.1592,0.2492720602073164,-0.474,-0.235,0.318,-3.184,0.7975000000000001,0.2552660376940106,0.542,0.631,1.144,15.95
0.986,0.1137699433066572,0.8,0.975,1.212,19.72,-0.3024,0.0617141798940891,-0.434,-0.307,-0.174,-6.048,0.1936,0.1184408713240492,0.094,0.141,0.48,3.872
0.9351999999999998,0.0279026880425524,0.866,0.932,1.004,18.704,-0.3155,0.0207545175805172,-0.346,-0.308,-0.286,-6.31,0.0922,0.0250830620140364,0.056,0.092,0.142,1.8440000000000003
0.9343529411764706,0.0100407474321655,0.91,0.936,0.95,15.884,-0.3084705882352941,0.0160518192007628,-0.336,-0.308,-0.274,-5.244000000000001,0.1121176470588235,0.0177362452188637,0.078,0.11,0.142,1.906
0.9324210526315788,0.010574625983052,0.896,0.934,0.944,17.715999999999998,-0.308,0.0083854510596439,-0.32,-0.308,-0.292,-5.852,0.1068421052631579,0.0054797537199243,0.092,0.108,0.112,2.03
0.9351000000000004,0.0051565492337414,0.924,0.934,0.944,18.702000000000005,-0.3076,0.0064373907757724,-0.32,-0.307,-0.29,-6.152,0.104,0.0088543774484714,0.086,0.102,0.126,2.0800000000000005
0.9332,0.0141194900757782,0.896,0.937,0.952,18.664,-0.3096,0.0063118935352238,-0.324,-0.309,-0.296,-6.192,0.1036,0.0085463442476886,0.082,0.103,0.116,2.0720000000000005
0.9328,0.008908422980528,0.904,0.934,0.944,18.656,-0.3155,0.0083636116600425,-0.328,-0.318,-0.302,-6.310000000000001,0.1051,0.0073341666193235,0.092,0.104,0.12,2.1020000000000003
0.9291,0.0118232821162315,0.898,0.933,0.944,18.582,-0.3116,0.0090906545418908,-0.336,-0.308,-0.3,-6.232,0.1042,0.0070682388188289,0.094,0.102,0.124,2.0840000000000005
0.9336000000000002,0.0052383203414834,0.926,0.934,0.946,18.672000000000004,-0.3095,0.0072076348409169,-0.322,-0.307,-0.296,-6.19,0.1065,0.0065688659599659,0.094,0.107,0.12,2.13
0.9356000000000002,0.0062481997407252,0.926,0.934,0.948,18.712000000000003,-0.305,0.0067970581871865,-0.322,-0.305,-0.296,-6.1000000000000005,0.1034,0.0081510735489259,0.092,0.102,0.12,2.068
0.9364,0.0119264412127004,0.894,0.941,0.946,18.728,-0.3047,0.0086319175158246,-0.32,-0.306,-0.288,-6.094,0.1069,0.0083779472426125,0.094,0.108,0.124,2.1380000000000003
0.9343999999999998,0.0149211259628755,0.894,0.939,0.952,18.687999999999995,-0.3043999999999999,0.0182822318112423,-0.344,-0.302,-0.274,-6.087999999999999,0.1004,0.0150678465614698,0.068,0.102,0.126,2.008
0.93,0.0134313067123046,0.894,0.932,0.946,18.6,-0.3096,0.006280127387243,-0.32,-0.312,-0.292,-6.192,0.0941,0.0064645185435575,0.08,0.093,0.108,1.8820000000000003
0.9360000000000002,0.0122474487139158,0.892,0.936,0.952,18.72,-0.3012,0.0090421236443658,-0.322,-0.302,-0.286,-6.024,0.1024,0.0174768418199627,0.07,0.1,0.142,2.048
0.9462,0.0958204571059854,0.78,0.945,1.184,18.924,-0.303,0.0423485536943116,-0.354,-0.316,-0.178,-6.06,0.0979,0.0587893697874028,0.008,0.076,0.236,1.958
0.9373,0.1396929132060749,0.808,0.901,1.382,18.746,-0.3043,0.070547218230062,-0.43,-0.306,-0.186,-6.086,0.1701,0.0434855148296533,0.112,0.158,0.262,3.402
0.5264000000000001,0.2386500366645687,0.166,0.479,0.984,10.528000000000002,-0.808,0.2050911992261003,-1.178,-0.748,-0.498,-16.16,0.471,0.1666151253638156,0.198,0.488,0.752,9.42
-0.2201,0.1338095288086764,-0.464,-0.21,0.038,-4.402,0.0372,0.3099396070204646,-0.658,0.1699999999999999,0.496,0.7439999999999999,0.8827999999999999,0.0713117101183248,0.78,0.881,1.052,17.656
-0.363125,0.1291161662031521,-0.54,-0.396,-0.074,-5.8100000000000005,0.2575,0.6387611055786037,-1.04,0.571,0.828,4.12,0.76875,0.195497921983841,0.492,0.716,1.182,12.3
-0.1881,0.0588505734891343,-0.25,-0.205,-0.046,-3.762,-0.428,0.2072872403212508,-0.746,-0.483,0.088,-8.56,0.8968000000000002,0.2242181081001264,0.496,0.872,1.336,17.936000000000003
-0.3579,0.218429370735714,-0.88,-0.246,-0.178,-7.158,-0.4016999999999999,0.3759288629514898,-1.07,-0.533,0.456,-8.033999999999999,0.8396000000000001,0.1310459461410386,0.56,0.853,1.026,16.792
-0.4121,0.3946732699334982,-1.05,-0.529,0.708,-8.242,0.1683999999999999,0.5877110174226786,-0.936,0.285,1.694,3.3679999999999994,0.784,0.256927227050774,0.292,0.738,1.506,15.68
-0.3164,0.1293114070760967,-0.494,-0.332,-0.026,-6.328,0.1295,0.2487093685408734,-0.228,0.147,0.55,2.5900000000000003,0.9094,0.1491765397105054,0.632,0.935,1.12,18.188
0.5279,0.2989625227348739,0.006,0.538,1.016,10.558,-0.5048,0.162856255636681,-0.77,-0.542,-0.226,-10.096,0.6843,0.2023613352397142,0.416,0.672,1.052,13.686
0.9616,0.0497953143712672,0.902,0.952,1.062,14.423999999999998,-0.0990666666666666,0.1009022409177428,-0.25,-0.084,0.098,-1.486,0.1610666666666666,0.1176953506114645,0.038,0.118,0.418,2.416
0.9545,0.0331594632043403,0.888,0.952,1.03,19.09,-0.2383,0.0277652660711184,-0.288,-0.241,-0.176,-4.766000000000001,0.1066999999999999,0.0264369060216962,0.06,0.112,0.15,2.134
0.9452999999999998,0.0120378569521322,0.902,0.944,0.962,18.905999999999995,-0.2742,0.0143930538802576,-0.308,-0.276,-0.248,-5.484000000000001,0.1225,0.0077427385336197,0.108,0.124,0.14,2.45
0.9492999999999996,0.0102620660687797,0.93,0.95,0.972,18.985999999999997,-0.2673999999999999,0.0075126559883971,-0.282,-0.266,-0.25,-5.348,0.1227999999999999,0.0090862533532804,0.098,0.122,0.136,2.456
0.9479,0.0073068461048526,0.93,0.95,0.958,18.958,-0.255,0.0064652919500978,-0.266,-0.255,-0.242,-5.1000000000000005,0.1288,0.0054184868736576,0.12,0.129,0.14,2.5760000000000005
0.95125,0.0082120338528284,0.926,0.952,0.962,15.22,-0.25675,0.0061997983838186,-0.266,-0.258,-0.248,-4.1080000000000005,0.130125,0.0055438592153841,0.118,0.129,0.14,2.082
0.9465,0.0097339611669658,0.92,0.952,0.958,11.358,-0.2568333333333333,0.0088112932585908,-0.272,-0.254,-0.242,-3.0820000000000003,0.1264999999999999,0.0086458082328952,0.108,0.128,0.142,1.5179999999999998
0.9521,0.0063395583442381,0.942,0.952,0.966,19.042,-0.2454999999999999,0.0074799732619843,-0.258,-0.244,-0.232,-4.909999999999999,0.1211,0.0078351770879795,0.11,0.12,0.14,2.422
0.9515,0.0117281712129385,0.914,0.956,0.966,19.03,-0.2496999999999999,0.0109594707901431,-0.272,-0.25,-0.234,-4.994,0.1222,0.007096477999684,0.112,0.12,0.14,2.444
0.9528,0.00515363949069,0.94,0.952,0.96,19.056,-0.2437999999999999,0.0069828361000384,-0.264,-0.242,-0.234,-4.876,0.1159999999999999,0.0077974354758471,0.098,0.1159999999999999,0.128,2.32
0.9543,0.0084208075622234,0.934,0.956,0.966,19.086,-0.2467999999999999,0.0081092539730853,-0.262,-0.246,-0.232,-4.935999999999999,0.1197,0.0084917607125966,0.096,0.12,0.134,2.394
0.9520000000000002,0.0430673890548289,0.886,0.949,1.048,19.040000000000003,-0.2448,0.017893015397076,-0.292,-0.242,-0.204,-4.896,0.105,0.0294040813493637,0.056,0.095,0.156,2.1000000000000005
0.9554,0.0235380542951196,0.92,0.954,1.004,19.108,-0.2375,0.0556879699755701,-0.312,-0.255,-0.148,-4.75,0.1568,0.0257713018685513,0.11,0.152,0.214,3.136000000000001
0.9502,0.0270695400773636,0.924,0.944,1.032,19.004,-0.2188,0.0249991999871995,-0.264,-0.22,-0.174,-4.376,0.1855,0.0152561463023923,0.164,0.182,0.224,3.71
0.9418,0.0530693885399106,0.816,0.941,1.038,18.836,0.1485,0.188816180450723,-0.154,0.155,0.456,2.9700000000000006,0.0753,0.0546672662568744,-0.008,0.095,0.158,1.5060000000000002
0.7475,0.0496261020028774,0.656,0.748,0.848,14.95,0.6182,0.0544349152658475,0.472,0.638,0.672,12.364,-0.043,0.0117388244726633,-0.066,-0.044,-0.024,-0.8600000000000003
0.6983999999999999,0.0102293694820355,0.678,0.7,0.718,13.967999999999998,0.6708000000000002,0.0116516093309036,0.64,0.673,0.688,13.416000000000004,-0.0288,0.0118220133649053,-0.052,-0.026,-0.002,-0.5760000000000001
0.7346999999999999,0.0226563456894531,0.688,0.732,0.782,14.694,0.6312000000000001,0.023819319889535,0.588,0.633,0.672,12.624000000000002,-0.0223,0.0146598090028485,-0.048,-0.026,0.006,-0.446
0.8476000000000001,0.0689944925338247,0.742,0.839,0.944,16.952,0.4834,0.1137261623374322,0.232,0.522,0.608,9.668,0.0212,0.0308246654483061,-0.026,0.015,0.08,0.424
0.9396,0.0268670802284133,0.884,0.94,0.976,18.792,-0.1635,0.1344691414414474,-0.288,-0.22,0.158,-3.2700000000000005,0.1116,0.0144720420121004,0.088,0.111,0.134,2.232
0.9464999999999998,0.0162711400952729,0.904,0.948,0.972,18.93,-0.2513999999999999,0.0220825723139311,-0.29,-0.247,-0.218,-5.028,0.1072999999999999,0.0104359954005355,0.086,0.109,0.128,2.146
0.9558,0.0109890854942529,0.928,0.958,0.972,19.116,-0.2171,0.0095178779147454,-0.232,-0.218,-0.2,-4.3420000000000005,0.102,0.005692099788303,0.094,0.102,0.112,2.0400000000000005
0.9586000000000002,0.0089241246069292,0.934,0.96,0.972,19.172000000000004,-0.2198,0.0065391130897087,-0.228,-0.219,-0.204,-4.396,0.1063,0.0082286086308682,0.096,0.103,0.126,2.1260000000000003
0.961,0.0049193495504995,0.956,0.96,0.978,19.22,-0.2079,0.0116700471292964,-0.226,-0.208,-0.186,-4.158,0.1037,0.0050309044912421,0.096,0.103,0.112,2.0740000000000003
0.9105,0.034379499705493,0.85,0.916,0.96,18.21,-0.1473,0.0303464989743462,-0.194,-0.149,-0.098,-2.946,0.1374,0.0328213345249701,0.096,0.126,0.224,2.748
1.0077,0.1994374839392033,0.656,0.96,1.398,20.154,-0.1759,0.1869197421354951,-0.434,-0.21,0.312,-3.518,0.2849,0.0628441723630759,0.19,0.274,0.4,5.698000000000001
0.9743,0.0530406447924608,0.888,0.975,1.084,19.486,0.022,0.1101961886818232,-0.11,-0.011,0.198,0.44,0.1413,0.032798018232814,0.076,0.145,0.188,2.826
0.9726,0.0133431630432967,0.944,0.976,0.99,19.452,-0.1086999999999999,0.0167484327625004,-0.136,-0.11,-0.072,-2.174,0.1138999999999999,0.0107419737478733,0.09,0.114,0.142,2.278
0.9714000000000004,0.0134773884710651,0.934,0.972,0.992,19.428000000000004,-0.0947,0.0148495791186147,-0.13,-0.095,-0.064,-1.8940000000000003,0.1335,0.0093139680050985,0.112,0.134,0.152,2.67
0.9289,0.089385625242541,0.626,0.961,0.998,18.578,-0.263,0.2824014872482084,-0.98,-0.134,-0.01,-5.26,0.2055,0.1104062951103785,0.016,0.158,0.492,4.11
1.0322,0.3854088219021458,0.29,1.193,1.57,20.644,-0.2098,0.3662430340634481,-1.108,-0.227,0.754,-4.196,0.2191,0.3987462727098524,-0.606,0.275,0.898,4.382
0.8429,0.1419034530939962,0.56,0.869,1.054,16.858,-0.3694,0.073935377188461,-0.516,-0.374,-0.242,-7.388,0.2674000000000001,0.1631209367310033,0.096,0.2269999999999999,0.584,5.348000000000002
0.9560999999999998,0.024847333861,0.912,0.951,1.026,19.122,-0.2454,0.074280818519992,-0.372,-0.25,-0.026,-4.908,0.1100999999999999,0.0406471401208006,0.04,0.11,0.236,2.2019999999999995
0.9567000000000002,0.0109412065148227,0.928,0.96,0.974,19.134000000000004,-0.2151,0.0184983783073003,-0.242,-0.213,-0.18,-4.3020000000000005,0.0989,0.0089101066211353,0.078,0.097,0.112,1.9780000000000004
0.9637999999999998,0.0086,0.94,0.964,0.978,19.276,-0.1926,0.0101607086367044,-0.208,-0.194,-0.172,-3.852,0.1008,0.0076785415281809,0.088,0.098,0.12,2.0160000000000005
0.9657,0.0060423505360083,0.956,0.966,0.978,19.314,-0.1871,0.0081602696033893,-0.202,-0.19,-0.17,-3.742,0.1008,0.0056709787515031,0.088,0.102,0.112,2.0160000000000005
0.9593000000000002,0.0674574680817476,0.792,0.966,1.122,19.186000000000003,-0.227,0.0402019900004962,-0.298,-0.209,-0.178,-4.54,0.1343,0.0313577741557018,0.056,0.134,0.188,2.686
0.9748,0.1241602190719717,0.838,0.947,1.308,19.496,-0.2542,0.0700596888374477,-0.354,-0.283,-0.104,-5.084,0.2346,0.0343051016614147,0.158,0.23,0.3,4.692
0.8265000000000002,0.1996064878705098,0.48,0.902,1.056,16.530000000000005,-0.3784,0.2735906431148551,-0.756,-0.45,0.012,-7.568000000000001,0.0974999999999999,0.19237450454777,-0.18,0.074,0.416,1.95
0.6105999999999999,0.1461096848261606,0.348,0.608,0.83,12.211999999999998,-0.7039000000000001,0.1146498582641949,-0.83,-0.732,-0.368,-14.078,0.421,0.0638764432322276,0.326,0.42,0.54,8.42
0.8309999999999998,0.0932083687229853,0.64,0.862,0.95,16.619999999999997,-0.4875,0.1680605545629312,-1.124,-0.422,-0.398,-9.75,0.3398,0.0890525687445342,0.264,0.289,0.51,6.795999999999999
0.8824,0.0130935098426663,0.844,0.884,0.904,17.648,-0.3952,0.0110526015037184,-0.416,-0.395,-0.378,-7.904000000000001,0.267,0.0105924501414922,0.246,0.269,0.284,5.34
0.8929,0.09844892076605,0.654,0.885,1.19,17.858,-0.3350999999999999,0.127711354232895,-0.616,-0.368,0.062,-6.701999999999999,0.3389,0.0735866156308333,0.23,0.33,0.486,6.7780000000000005
0.8816,0.1831814401078886,0.526,0.881,1.33,17.632,0.106,0.2785203762743401,-0.4,0.106,0.518,2.120000000000001,-0.1643,0.1980093684652319,-0.484,-0.217,0.334,-3.2860000000000005
0.5888,0.330848243156889,0.028,0.5680000000000001,1.276,11.776,-0.7422000000000001,0.2688842873802781,-1.22,-0.673,-0.208,-14.844,0.1078,0.1394760194442041,-0.136,0.108,0.402,2.156
-0.0951999999999999,0.1236663252466086,-0.336,-0.065,0.092,-1.904,-0.8752000000000001,0.1902497306174177,-1.338,-0.877,-0.584,-17.504,0.3792,0.244794934588116,-0.19,0.4629999999999999,0.662,7.584
-0.1743,0.0440965985082749,-0.282,-0.163,-0.088,-3.486,-0.7739,0.0467224785301464,-0.858,-0.754,-0.712,-15.478,0.6343000000000001,0.0625564545031126,0.48,0.664,0.7,12.686000000000002
